Entry,Index,NAME,ano(ANO1)
search2|HIYNAF|564,565,HIYNAF,29.0
search2|HIYNEJ|565,566,HIYNEJ,29.0
search2|HOCSAU|566,567,HOCSAU,25.0
search2|HOCSEY|567,568,HOCSEY,30.0
search2|HOPZER|568,569,HOPZER,71.0
search2|HOPZER|569,570,HOPZER,71.0
search2|HOSBIA|570,571,HOSBIA,27.0
search2|HOSBIA|571,572,HOSBIA,27.0
search2|HUGGEV|572,573,HUGGEV,48.0
search2|HUGGEV|573,574,HUGGEV,48.0
search2|HUVFEJ|574,575,HUVFEJ,29.0
search2|HUVFEJ|575,576,HUVFEJ,29.0
search2|HUVFEJ|576,577,HUVFEJ,29.0
search2|ICIMEP|577,578,ICIMEP,28.0
search2|ICIMIT|578,579,ICIMIT,28.0
search2|ICOKUJ|579,580,ICOKUJ,28.0
search2|ICOLAQ|580,581,ICOLAQ,28.0
search2|IDETIX|581,582,IDETIX,29.0
search2|IDETOD|582,583,IDETOD,29.0
search2|IDETOD|583,584,IDETOD,29.0
search2|IDETUJ|584,585,IDETUJ,29.0
search2|IDOWUT|585,586,IDOWUT,29.0
search2|IDOWUT|586,587,IDOWUT,29.0
search2|IDOXAA|587,588,IDOXAA,29.0
search2|IDUTIM|588,589,IDUTIM,29.0
search2|IGECUS|589,590,IGECUS,25.0
search2|IGECUS|590,591,IGECUS,25.0
search2|IGIDOS|591,592,IGIDOS,27.0
search2|IGIDUY|592,593,IGIDUY,27.0
search2|IGIFAG|593,594,IGIFAG,27.0
search2|IGIFAG|594,595,IGIFAG,27.0
search2|IGIFEK|595,596,IGIFEK,27.0
search2|IGIFIO|596,597,IGIFIO,27.0
search2|IGIFOU|597,598,IGIFOU,28.0
search2|IGIFUA|598,599,IGIFUA,28.0
search2|IGIGAH|599,600,IGIGAH,28.0
search2|IGIGAH|600,601,IGIGAH,28.0
search2|IGUDUK|601,602,IGUDUK,30.0
search2|IGUDUK|602,603,IGUDUK,30.0
search2|IKAQAO|603,604,IKAQAO,66.0
search2|IKAQAO|604,605,IKAQAO,66.0
search2|IKAQAO|605,606,IKAQAO,66.0
search2|IKAQAO|606,607,IKAQAO,66.0
search2|IKAQES|607,608,IKAQES,68.0
search2|IKAQES|608,609,IKAQES,68.0
search2|IKAQES|609,610,IKAQES,68.0
search2|IKAQES|610,611,IKAQES,68.0
search2|IKESUP|611,612,IKESUP,29.0
search2|IMOHCU|612,613,IMOHCU,29.0
search2|IMOLFE|613,614,IMOLFE,26.0
search2|INEZIL|614,615,INEZIL,28.0
search2|INEZIL|615,616,INEZIL,28.0
search2|INEZOR|616,617,INEZOR,28.0
search2|INEZOR|617,618,INEZOR,28.0
search2|IQIJIE|618,619,IQIJIE,30.0
search2|IQIKIF|619,620,IQIKIF,30.0
search2|IREYAG|620,621,IREYAG,30.0
search2|IREYAG|621,622,IREYAG,30.0
search2|IREYEK|622,623,IREYEK,30.0
search2|IREYEK|623,624,IREYEK,30.0
search2|IREYIO|624,625,IREYIO,30.0
search2|IROQUD|625,626,IROQUD,63.0
search2|IROQUD|626,627,IROQUD,27.0
search2|ITOJUY|627,628,ITOJUY,27.0
search2|ITOKAF|628,629,ITOKAF,30.0
search2|ITOKAF|629,630,ITOKAF,30.0
search2|ITOKAF|630,631,ITOKAF,30.0
search2|ITOKAF|631,632,ITOKAF,30.0
search2|ITOWUL|632,633,ITOWUL,30.0
search2|IZAXOX|633,634,IZAXOX,29.0
search2|IZAXOX|634,635,IZAXOX,29.0
search2|JAFQEP|635,636,JAFQEP,66.0
search2|JAMVIC|636,637,JAMVIC,30.0
search2|JAMVIC|637,638,JAMVIC,30.0
search2|JAQMIX|638,639,JAQMIX,28.0
search2|JARDAH|639,640,JARDAH,29.0
search2|JARDAH|640,641,JARDAH,29.0
search2|JARDAH10|641,642,JARDAH10,29.0
search2|JARDAH10|642,643,JARDAH10,29.0
search2|JAVTOP|643,644,JAVTOP,29.0
search2|JAVTOP|644,645,JAVTOP,29.0
search2|JAVTOP01|645,646,JAVTOP01,29.0
search2|JAVTOP01|646,647,JAVTOP01,29.0
search2|JAVTUV|647,648,JAVTUV,29.0
search2|JAWFAO|648,649,JAWFAO,26.0
search2|JAXFOD|649,650,JAXFOD,29.0
search2|JAXFOD01|650,651,JAXFOD01,29.0
search2|JEKFEL|651,652,JEKFEL,29.0
search2|JESBUF|652,653,JESBUF,45.0
search2|JESBUF|653,654,JESBUF,46.0
search2|JEVXOX|654,655,JEVXOX,28.0
search2|JIJCUA|655,656,JIJCUA,82.0
search2|JOFMAV|656,657,JOFMAV,30.0
search2|JOFMEW|657,658,JOFMEW,27.0
search2|JOFMEW|658,659,JOFMEW,27.0
search2|JOGPIF|659,660,JOGPIF,29.0
search2|JOGQAY|660,661,JOGQAY,29.0
search2|JOGQEC|661,662,JOGQEC,29.0
search2|JOGQEC|662,663,JOGQEC,29.0
search2|JOMHAW|663,664,JOMHAW,29.0
search2|JOMHIE|664,665,JOMHIE,29.0
search2|JOMHOK|665,666,JOMHOK,29.0
search2|JOMKED|666,667,JOMKED,29.0
search2|JOMKIH|667,668,JOMKIH,29.0
search2|JOVXUQ|668,669,JOVXUQ,30.0
search2|JOVYAX|669,670,JOVYAX,30.0
search2|JOZMOA|670,671,JOZMOA,29.0
search2|JUJQEK|671,672,JUJQEK,30.0
search2|JUJQIO|672,673,JUJQIO,30.0
search2|JUJQIO|673,674,JUJQIO,82.0
search2|JUJQOU|674,675,JUJQOU,30.0
search2|JUKWET|675,676,JUKWET,29.0
search2|JUKWIX|676,677,JUKWIX,29.0
search2|JUMYEX|677,678,JUMYEX,28.0
search2|JUQTIB|678,679,JUQTIB,28.0
search2|JUQTIB|679,680,JUQTIB,28.0
search2|JUQTOH|680,681,JUQTOH,28.0
search2|JUQTOH|681,682,JUQTOH,28.0
search2|JUQTOH|682,683,JUQTOH,28.0
search2|JURMER|683,684,JURMER,25.0
search2|JUYSIH|684,685,JUYSIH,25.0
search2|JUYSIH|685,686,JUYSIH,25.0
search2|JUZBUE|686,687,JUZBUE,30.0
search2|KABZEU|687,688,KABZEU,28.0
search2|KAGPAK|688,689,KAGPAK,28.0
search2|KAHVAQ|689,690,KAHVAQ,29.0
search2|KAHVAQ|690,691,KAHVAQ,28.0
search2|KAJFEG|691,692,KAJFEG,28.0
search2|KAJFEG|692,693,KAJFEG,29.0
search2|KALJAJ|693,694,KALJAJ,29.0
search2|KALJAJ|694,695,KALJAJ,48.0
search2|KALJEN|695,696,KALJEN,29.0
search2|KALJEN|696,697,KALJEN,30.0
search2|KALWEC|697,698,KALWEC,30.0
search2|KALWIG|698,699,KALWIG,48.0
search2|KALWOM|699,700,KALWOM,80.0
search2|KALWOM|700,701,KALWOM,80.0
search2|KAMLOB|701,702,KAMLOB,28.0
search2|KAMLUH|702,703,KAMLUH,28.0
search2|KAMMES|703,704,KAMMES,28.0
search2|KAMMIW|704,705,KAMMIW,28.0
search2|KAMMIW|705,706,KAMMIW,28.0
search2|KAMSAU|706,707,KAMSAU,28.0
search2|KATQAX|707,708,KATQAX,30.0
search2|KATQEB|708,709,KATQEB,30.0
search2|KAXKED|709,710,KAXKED,30.0
search2|KAXKED|710,711,KAXKED,30.0
search2|KAXQIJ|711,712,KAXQIJ,27.0
search2|KAXQUV|712,713,KAXQUV,25.0
search2|KAXQUV|713,714,KAXQUV,25.0
search2|KAXROQ|714,715,KAXROQ,27.0
search2|KAXROQ|715,716,KAXROQ,27.0
search2|KAXTEI|716,717,KAXTEI,27.0
search2|KAXTEI|717,718,KAXTEI,27.0
search2|KAXTIQ|718,719,KAXTIQ,30.0
search2|KAXTIQ|719,720,KAXTIQ,30.0
search2|KAXTOW|720,721,KAXTOW,30.0
search2|KAYPOP|721,722,KAYPOP,66.0
search2|KECHOP|722,723,KECHOP,29.0
search2|KEGRAP|723,724,KEGRAP,29.0
search2|KEGRAP|724,725,KEGRAP,29.0
search2|KEGRAP|725,726,KEGRAP,29.0
search2|KEQRII|726,727,KEQRII,28.0
search2|KERLUQ|727,728,KERLUQ,82.0
search2|KERLUQ|728,729,KERLUQ,29.0
search2|KERMAX|729,730,KERMAX,82.0
search2|KERMAX|730,731,KERMAX,29.0
search2|KERMEB|731,732,KERMEB,29.0
search2|KERMIF|732,733,KERMIF,29.0
search2|KERMIF|733,734,KERMIF,29.0
search2|KERMIF|734,735,KERMIF,29.0
search2|KEXGID|735,736,KEXGID,25.0
search2|KEXGOJ|736,737,KEXGOJ,28.0
search2|KEYNEI|737,738,KEYNEI,25.0
search2|KEYNEI|738,739,KEYNEI,29.0
search2|KEZLUW|739,740,KEZLUW,29.0
search2|KEZMAD|740,741,KEZMAD,29.0
search2|KICVAU|741,742,KICVAU,30.0
search2|KICVAU|742,743,KICVAU,30.0
search2|KISNAD|743,744,KISNAD,29.0
search2|KISNAD|744,745,KISNAD,29.0
search2|KISNAD|745,746,KISNAD,29.0
search2|KONGID|746,747,KONGID,29.0
search2|KORVUL|747,748,KORVUL,28.0
search2|KORVUL|748,749,KORVUL,28.0
search2|KOWFOT|749,750,KOWFOT,63.0
search2|KOWFOT|750,751,KOWFOT,63.0
search2|KOWFOT|751,752,KOWFOT,63.0
search2|KUCNEB|752,753,KUCNEB,29.0
search2|KUCNEB|753,754,KUCNEB,29.0
search2|KUCNEB|754,755,KUCNEB,29.0
search2|KUCNEB10|755,756,KUCNEB10,29.0
search2|KUCNEB10|756,757,KUCNEB10,29.0
search2|KUCNEB10|757,758,KUCNEB10,29.0
search2|KUJMAE|758,759,KUJMAE,46.0
search2|KUJMAE|759,760,KUJMAE,46.0
search2|KUJMEI|760,761,KUJMEI,46.0
search2|KUJMOS|761,762,KUJMOS,46.0
search2|KUKPOY|762,763,KUKPOY,27.0
search2|KUKPUE|763,764,KUKPUE,29.0
search2|KUMBUP|764,765,KUMBUP,28.0
search2|KUMCAW|765,766,KUMCAW,28.0
search2|KUMCAW|766,767,KUMCAW,28.0
search2|KUTNOC|767,768,KUTNOC,29.0
search2|KUTNOC|768,769,KUTNOC,29.0
search2|LADMIM|769,770,LADMIM,46.0
search2|LAJTIZ|770,771,LAJTIZ,29.0
search2|LALDUY|771,772,LALDUY,28.0
search2|LALFAG|772,773,LALFAG,28.0
search2|LAQHAM|773,774,LAQHAM,48.0
search2|LAQHAM|774,775,LAQHAM,48.0
search2|LAWXUF|775,776,LAWXUF,28.0
search2|LAWYAM|776,777,LAWYAM,28.0
search2|LAWYAM|777,778,LAWYAM,28.0
search2|LAXXAL|778,779,LAXXAL,48.0
search2|LAXXEP|779,780,LAXXEP,48.0
search2|LECWOJ|780,781,LECWOJ,29.0
search2|LECWUP|781,782,LECWUP,29.0
search2|LECWUP|782,783,LECWUP,29.0
search2|LECYAT|783,784,LECYAT,29.0
search2|LEGTOK|784,785,LEGTOK,29.0
search2|LEGTOK|785,786,LEGTOK,29.0
search2|LEHGIQ|786,787,LEHGIQ,29.0
search2|LEXNIN|787,788,LEXNIN,29.0
search2|LIBNUG|788,789,LIBNUG,29.0
search2|LIBNUG|789,790,LIBNUG,29.0
search2|LIBPAO|790,791,LIBPAO,29.0
search2|LICBOO|791,792,LICBOO,29.0
search2|LIGDAI|792,793,LIGDAI,30.0
search2|LIJMUM|793,794,LIJMUM,48.0
search2|LILPII|794,795,LILPII,27.0
search2|LILPII|795,796,LILPII,27.0
search2|LILPOO|796,797,LILPOO,27.0
search2|LILPOO|797,798,LILPOO,27.0
search2|LIMPED|798,799,LIMPED,27.0
search2|LIQWUF|799,800,LIQWUF,28.0
search2|LISGEC|800,801,LISGEC,29.0
search2|LISGEC|801,802,LISGEC,29.0
search2|LIYNEP|802,803,LIYNEP,29.0
search2|LOBMOE|803,804,LOBMOE,25.0
search2|LOBMOE|804,805,LOBMOE,25.0
search2|LOMVOZ|805,806,LOMVOZ,26.0
search2|LOMVOZ|806,807,LOMVOZ,26.0
search2|LOQMUA|807,808,LOQMUA,30.0
search2|LOQMUA|808,809,LOQMUA,30.0
search2|LOQNEL|809,810,LOQNEL,30.0
search2|LORBAX|810,811,LORBAX,66.0
search2|LORBAX|811,812,LORBAX,66.0
search2|LOWSIZ|812,813,LOWSIZ,39.0
search2|LOXBUX|813,814,LOXBUX,28.0
search2|LOXCAE|814,815,LOXCAE,26.0
search2|LOXCAE|815,816,LOXCAE,28.0
search2|LOXCEI|816,817,LOXCEI,26.0
search2|LOXCEI|817,818,LOXCEI,28.0
search2|LOXCIM|818,819,LOXCIM,26.0
search2|LOXCIM|819,820,LOXCIM,28.0
search2|LOXSIC|820,821,LOXSIC,26.0
search2|LOXSIC|821,822,LOXSIC,28.0
search2|LUKDUS|822,823,LUKDUS,29.0
search2|LUKFAA|823,824,LUKFAA,29.0
search2|LUNCOO|824,825,LUNCOO,25.0
search2|MAKSAU|825,826,MAKSAU,29.0
search2|MAKSEY|826,827,MAKSEY,29.0
search2|MAKSEY|827,828,MAKSEY,29.0
search2|MANWAD|828,829,MANWAD,30.0
search2|MANWEH|829,830,MANWEH,29.0
search2|MANWEH|830,831,MANWEH,29.0
search2|MAPHAO|831,832,MAPHAO,30.0
search2|MAZLOO|832,833,MAZLOO,30.0
search2|MAZLOO|833,834,MAZLOO,30.0
search2|MEMCUC|834,835,MEMCUC,25.0
search2|MEMCUC|835,836,MEMCUC,25.0
search2|MEMDAJ|836,837,MEMDAJ,48.0
search2|MEWFOJ|837,838,MEWFOJ,26.0
search2|MEWFOJ|838,839,MEWFOJ,26.0
search2|MEWFOJ|839,840,MEWFOJ,26.0
search2|MIBYEF|840,841,MIBYEF,27.0
search2|MIBYEF|841,842,MIBYEF,27.0
search2|MIBYIJ|842,843,MIBYIJ,27.0
search2|MIDKEP|843,844,MIDKEP,30.0
search2|MIDKIT|844,845,MIDKIT,30.0
search2|MIGYUZ|845,846,MIGYUZ,29.0
search2|MIKQIJ|846,847,MIKQIJ,27.0
search2|MIKQIJ|847,848,MIKQIJ,46.0
search2|MIKQOP|848,849,MIKQOP,29.0
search2|MIKQOP|849,850,MIKQOP,46.0
search2|MIKXOU|850,851,MIKXOU,29.0
search2|MIKXOU01|851,852,MIKXOU01,29.0
search2|MIMSUZ|852,853,MIMSUZ,30.0
search2|MIMSUZ|853,854,MIMSUZ,30.0
search2|MISPUB|854,855,MISPUB,28.0
search2|MISVUH|855,856,MISVUH,28.0
search2|MISWAO|856,857,MISWAO,28.0
search2|MISWES|857,858,MISWES,28.0
search2|MISWOC|858,859,MISWOC,28.0
search2|MISWUI|859,860,MISWUI,28.0
search2|MISXAP|860,861,MISXAP,28.0
search2|MONLOQ|861,862,MONLOQ,82.0
search2|MONLOQ|862,863,MONLOQ,82.0
search2|MORDAZ|863,864,MORDAZ,29.0
search2|MOVDIK|864,865,MOVDIK,25.0
search2|MOVDIK|865,866,MOVDIK,25.0
search2|MOVDOQ|866,867,MOVDOQ,30.0
search2|MOWQUL|867,868,MOWQUL,28.0
search2|MOXJIS|868,869,MOXJIS,48.0
search2|MOXJIS|869,870,MOXJIS,48.0
search2|MUHLIM|870,871,MUHLIM,28.0
search2|MUHLIM|871,872,MUHLIM,28.0
search2|MUHLIM|872,873,MUHLIM,28.0
search2|MUHROX|873,874,MUHROX,29.0
search2|MUKFON|874,875,MUKFON,29.0
search2|MUZLIC|875,876,MUZLIC,28.0
search2|MUZLOI|876,877,MUZLOI,28.0
search2|MUZLOI|877,878,MUZLOI,28.0
search2|MUZLOI|878,879,MUZLOI,28.0
search2|MUZLOI|879,880,MUZLOI,28.0
search2|MUZLUO|880,881,MUZLUO,29.0
search2|MUZLUO|881,882,MUZLUO,29.0
search2|MUZVOS|882,883,MUZVOS,30.0
search2|MUZVOS|883,884,MUZVOS,30.0
search2|MUZVOS|884,885,MUZVOS,30.0
search2|MUZVOS|885,886,MUZVOS,30.0
search2|MUZVOS|886,887,MUZVOS,30.0
search2|MUZVOS|887,888,MUZVOS,30.0
search2|MUZVOS|888,889,MUZVOS,30.0
search2|MUZVOS|889,890,MUZVOS,30.0
search2|MUZVUY|890,891,MUZVUY,30.0
search2|MUZVUY|891,892,MUZVUY,30.0
search2|MUZVUY|892,893,MUZVUY,30.0
search2|MUZVUY|893,894,MUZVUY,30.0
search2|MUZWAF|894,895,MUZWAF,30.0
search2|MUZWAF|895,896,MUZWAF,30.0
search2|NACWEV|896,897,NACWEV,30.0
search2|NACWIZ|897,898,NACWIZ,30.0
search2|NAGZEB|898,899,NAGZEB,30.0
search2|NAGZIF|899,900,NAGZIF,30.0
search2|NANQIF|900,901,NANQIF,30.0
search2|NAWTEO|901,902,NAWTEO,30.0
search2|NAWTEO|902,903,NAWTEO,30.0
search2|NAWTEO|903,904,NAWTEO,30.0
search2|NAWTIS|904,905,NAWTIS,27.0
search2|NAWTIS|905,906,NAWTIS,27.0
search2|NAWTIS|906,907,NAWTIS,27.0
search2|NAWTIS|907,908,NAWTIS,27.0
search2|NEJMAR|908,909,NEJMAR,28.0
search2|NEJMAR|909,910,NEJMAR,28.0
search2|NEKWOR|910,911,NEKWOR,29.0
search2|NEKWUX|911,912,NEKWUX,29.0
search2|NEKXAE|912,913,NEKXAE,29.0
search2|NEKXAG|913,914,NEKXAG,30.0
search2|NEKXEI|914,915,NEKXEI,29.0
search2|NEKXIM|915,916,NEKXIM,29.0
search2|NEKXOS|916,917,NEKXOS,29.0
search2|NEKXUY|917,918,NEKXUY,29.0
search2|NEKYAF|918,919,NEKYAF,29.0
search2|NEKYEJ|919,920,NEKYEJ,29.0
search2|NESZIX|920,921,NESZIX,29.0
search2|NEWKUY|921,922,NEWKUY,25.0
search2|NEWLAF|922,923,NEWLAF,25.0
search2|NEWLEJ|923,924,NEWLEJ,27.0
search2|NEWLOT|924,925,NEWLOT,27.0
search2|NICPUK|925,926,NICPUK,27.0
search2|NICPUK|926,927,NICPUK,29.0
search2|NIGBAI|927,928,NIGBAI,29.0
search2|NIGBAI|928,929,NIGBAI,29.0
search2|NIGBEM|929,930,NIGBEM,29.0
search2|NIGXIO|930,931,NIGXIO,71.0
search2|NIGXIO|931,932,NIGXIO,30.0
search2|NIGXOU|932,933,NIGXOU,30.0
search2|NIGXOU|933,934,NIGXOU,71.0
search2|NIGXOU|934,935,NIGXOU,30.0
search2|NIGXUA|935,936,NIGXUA,66.0
search2|NIGXUA|936,937,NIGXUA,27.0
search2|NIGYAH|937,938,NIGYAH,71.0
search2|NIGYAH|938,939,NIGYAH,71.0
search2|NIGYAH|939,940,NIGYAH,30.0
search2|NIHRAY|940,941,NIHRAY,26.0
search2|NIHRAY|941,942,NIHRAY,26.0
search2|NIHRAY|942,943,NIHRAY,26.0
search2|NIHRAY|943,944,NIHRAY,26.0
search2|NIHREC|944,945,NIHREC,26.0
search2|NIHREC|945,946,NIHREC,26.0
search2|NIHREC|946,947,NIHREC,26.0
search2|NIHREC|947,948,NIHREC,26.0
search2|NIHREC|948,949,NIHREC,26.0
search2|NIHREC|949,950,NIHREC,26.0
search2|NIHRIG|950,951,NIHRIG,26.0
search2|NIHRIG|951,952,NIHRIG,26.0
search2|NIKFOC|952,953,NIKFOC,27.0
search2|NIKFUI|953,954,NIKFUI,27.0
search2|NIKGAP|954,955,NIKGAP,27.0
search2|NIKGET|955,956,NIKGET,27.0
search2|NIKGIX|956,957,NIKGIX,27.0
search2|NIKGOD|957,958,NIKGOD,27.0
search2|NILDAO|958,959,NILDAO,30.0
search2|NILYOA|959,960,NILYOA,28.0
search2|NILYOA|960,961,NILYOA,28.0
search2|NILYUG|961,962,NILYUG,30.0
search2|NILYUG|962,963,NILYUG,30.0
search2|NINHEY|963,964,NINHEY,29.0
search2|NINHEY|964,965,NINHEY,30.0
search2|NIPQUC|965,966,NIPQUC,48.0
search2|NIXHIO|966,967,NIXHIO,30.0
search2|NIZGAE01|967,968,NIZGAE01,48.0
search2|NIZGAE01|968,969,NIZGAE01,48.0
search2|NOBNOH|969,970,NOBNOH,28.0
search2|NOCBIT|970,971,NOCBIT,28.0
search2|NOCCAM|971,972,NOCCAM,28.0
search2|NOCCAM|972,973,NOCCAM,28.0
search2|NODNAX|973,974,NODNAX,29.0
search2|NOHPIJ|974,975,NOHPIJ,48.0
search2|NOJLUU|975,976,NOJLUU,28.0
search2|NOMTOZ|976,977,NOMTOZ,25.0
search2|NUMQAO|977,978,NUMQAO,29.0
search2|NUVDOA|978,979,NUVDOA,29.0
search2|NUVGOA|979,980,NUVGOA,28.0
search2|OBIHEQ|980,981,OBIHEQ,66.0
search2|OBIHIU|981,982,OBIHIU,65.0
search2|OBIHOA|982,983,OBIHOA,64.0
search2|OBIHUG|983,984,OBIHUG,66.0
search2|OBIJAO|984,985,OBIJAO,65.0
search2|OBIJES|985,986,OBIJES,64.0
search2|OBUXOC|986,987,OBUXOC,29.0
search2|OBUXUI|987,988,OBUXUI,29.0
search2|OBUYAP|988,989,OBUYAP,29.0
search2|OFOPOP|989,990,OFOPOP,30.0
search2|OFOPOP|990,991,OFOPOP,30.0
search2|OGELIV|991,992,OGELIV,63.0
search2|OHIYOU|992,993,OHIYOU,29.0
search2|OJISOQ|993,994,OJISOQ,27.0
search2|OJISOQ|994,995,OJISOQ,27.0
search2|OJISOQ|995,996,OJISOQ,27.0
search2|OJISOQ|996,997,OJISOQ,27.0
search2|OJISOQ|997,998,OJISOQ,27.0
search2|OKUJUB|998,999,OKUJUB,30.0
search2|OKUJUB|999,1000,OKUJUB,30.0
search2|OKUJUB|1000,1001,OKUJUB,30.0
search2|OKUKAI|1001,1002,OKUKAI,27.0
search2|OKUKAI|1002,1003,OKUKAI,27.0
search2|OKUKAI|1003,1004,OKUKAI,27.0
search2|OKUKEM|1004,1005,OKUKEM,27.0
search2|OKUKEM|1005,1006,OKUKEM,27.0
search2|OKUKEM|1006,1007,OKUKEM,27.0
search2|OKUKOW|1007,1008,OKUKOW,30.0
search2|OKUKOW|1008,1009,OKUKOW,30.0
search2|OKUKUC|1009,1010,OKUKUC,27.0
search2|OKUKUC|1010,1011,OKUKUC,27.0
search2|OKUKUC|1011,1012,OKUKUC,27.0
search2|OKUKUC|1012,1013,OKUKUC,27.0
search2|OKUKUC01|1013,1014,OKUKUC01,27.0
search2|ONATEE|1014,1015,ONATEE,66.0
search2|ONATEE|1015,1016,ONATEE,66.0
search2|ONATEE|1016,1017,ONATEE,66.0
search2|ONATII|1017,1018,ONATII,69.0
search2|ONATOO|1018,1019,ONATOO,66.0
search2|ONATOO|1019,1020,ONATOO,66.0
search2|ONATOO|1020,1021,ONATOO,66.0
search2|ONATUU|1021,1022,ONATUU,67.0
search2|ONAVAC|1022,1023,ONAVAC,65.0
search2|ONAVEG|1023,1024,ONAVEG,66.0
search2|ONAVEG|1024,1025,ONAVEG,66.0
search2|ONAVIK|1025,1026,ONAVIK,66.0
search2|OQAHUK|1026,1027,OQAHUK,29.0
search2|OQAHUK|1027,1028,OQAHUK,29.0
search2|OQAJAS|1028,1029,OQAJAS,30.0
search2|OQAJAS|1029,1030,OQAJAS,30.0
search2|OQIDAW|1030,1031,OQIDAW,28.0
search2|OQIDEA|1031,1032,OQIDEA,28.0
search2|OQIDIE|1032,1033,OQIDIE,28.0
search2|ORUCEM|1033,1034,ORUCEM,28.0
search2|ORUCIQ|1034,1035,ORUCIQ,27.0
search2|ORUCIQ|1035,1036,ORUCIQ,27.0
search2|ORUCIQ|1036,1037,ORUCIQ,27.0
search2|ORUCIQ|1037,1038,ORUCIQ,27.0
search2|OSOVEZ|1038,1039,OSOVEZ,30.0
search2|OSOVUP|1039,1040,OSOVUP,30.0
search2|OSOVUP|1040,1041,OSOVUP,30.0
search2|OTIVUJ|1041,1042,OTIVUJ,30.0
search2|OVIDEF|1042,1043,OVIDEF,30.0
search2|OVIDEF|1043,1044,OVIDEF,30.0
search2|OVIDIJ|1044,1045,OVIDIJ,27.0
search2|OVIDIJ|1045,1046,OVIDIJ,27.0
search2|OVIDIJ|1046,1047,OVIDIJ,27.0
search2|OVIDOP|1047,1048,OVIDOP,27.0
search2|OVIDOP|1048,1049,OVIDOP,27.0
search2|OWAMUV|1049,1050,OWAMUV,66.0
search2|OWANAC|1050,1051,OWANAC,65.0
search2|OWUWAG|1051,1052,OWUWAG,30.0
search2|OXABIA|1052,1053,OXABIA,29.0
search2|OYOJUK|1053,1054,OYOJUK,30.0
search2|OYOJUK|1054,1055,OYOJUK,30.0
search2|OYUJID|1055,1056,OYUJID,29.0
search2|OYUJID|1056,1057,OYUJID,29.0
search2|OZAWEU|1057,1058,OZAWEU,29.0
search2|OZAWIY|1058,1059,OZAWIY,28.0
search2|OZAWIY|1059,1060,OZAWIY,29.0
search2|OZEQUG|1060,1061,OZEQUG,29.0
search2|OZEQUG|1061,1062,OZEQUG,29.0
search2|OZERAN|1062,1063,OZERAN,29.0
search2|OZERER|1063,1064,OZERER,29.0
search2|PANLOG|1064,1065,PANLOG,48.0
search2|PANLOG|1065,1066,PANLOG,48.0
search2|PAVBOD|1066,1067,PAVBOD,29.0
search2|PAVBUJ|1067,1068,PAVBUJ,29.0
search2|PAYPUC|1068,1069,PAYPUC,29.0
search2|PEKKOG|1069,1070,PEKKOG,29.0
search2|PELDEQ|1070,1071,PELDEQ,29.0
search2|PENXOW|1071,1072,PENXOW,29.0
search2|PENXOW|1072,1073,PENXOW,29.0
search2|PERQEK|1073,1074,PERQEK,27.0
search2|PERQEK|1074,1075,PERQEK,27.0
search2|PERQIO|1075,1076,PERQIO,27.0
search2|PERQIO|1076,1077,PERQIO,27.0
search2|PERQOU|1077,1078,PERQOU,27.0
search2|PERQOU|1078,1079,PERQOU,27.0
search2|PESKUT|1079,1080,PESKUT,25.0
search2|PEVBOI|1080,1081,PEVBOI,29.0
search2|PEVBUO|1081,1082,PEVBUO,29.0
search2|PEVCAV|1082,1083,PEVCAV,29.0
search2|PIBKAM|1083,1084,PIBKAM,29.0
search2|PIBKIU|1084,1085,PIBKIU,29.0
search2|PIBKOA|1085,1086,PIBKOA,29.0
search2|PIDNIZ|1086,1087,PIDNIZ,25.0
search2|PIDPAT|1087,1088,PIDPAT,25.0
search2|PIPABC|1088,1089,PIPABC,27.0
search2|PIPKOO|1089,1090,PIPKOO,29.0
search2|PIPKUU|1090,1091,PIPKUU,29.0
search2|PIPKUU|1091,1092,PIPKUU,29.0
search2|PIPLAB|1092,1093,PIPLAB,29.0
search2|PISPCO|1093,1094,PISPCO,27.0
search2|PIWHEK|1094,1095,PIWHEK,28.0
search2|PIWHEK|1095,1096,PIWHEK,26.0
search2|PIWHIO|1096,1097,PIWHIO,26.0
search2|PIWHIO|1097,1098,PIWHIO,28.0
search2|POCKOI|1098,1099,POCKOI,29.0
search2|PODGOE|1099,1100,PODGOE,25.0
search2|PODGOE|1100,1101,PODGOE,29.0
search2|PODGOE|1101,1102,PODGOE,29.0
search2|POKDID|1102,1103,POKDID,29.0
search2|POVVUR|1103,1104,POVVUR,29.0
search2|POXLAP|1104,1105,POXLAP,28.0
search2|POXLAP|1105,1106,POXLAP,28.0
search2|POYNOG|1106,1107,POYNOG,29.0
search2|POYNUM|1107,1108,POYNUM,29.0
search2|PRIBCA|1108,1109,PRIBCA,27.0
search2|PRSACU01|1109,1110,PRSACU01,29.0
search2|PUGKEH|1110,1111,PUGKEH,29.0
search2|PUGKEH|1111,1112,PUGKEH,11.0
search2|PUKKIS|1112,1113,PUKKIS,29.0
search2|PUKKOY|1113,1114,PUKKOY,29.0
search2|PUKKOY|1114,1115,PUKKOY,29.0
search2|PUKKOY|1115,1116,PUKKOY,29.0
search2|PUKKOY|1116,1117,PUKKOY,29.0
search2|PUKKUE|1117,1118,PUKKUE,29.0
search2|PULDOP|1118,1119,PULDOP,25.0
search2|PUPCAH|1119,1120,PUPCAH,29.0
search2|PUPCEL|1120,1121,PUPCEL,29.0
